DRUGBANK_ID,pipe_genesymbol
DB01062,HTR2B
DB01062,DRD3
DB01062,SLC6A3
DB01062,CYP2C19
DB01062,PGRMC1
DB00497,ACHE
DB00935,HTR1A
DB00935,HTR2A
DB00935,HTR2B
DB00935,HTR6
DB00935,CHRM4
DB00935,CHRM5
DB00935,HTR1E
DB00935,NISCH
DB01192,OPRK1
DB01192,SIGMAR1
DB03585,FPR1
DB03585,PTGIS
DB03585,NAPRT
DB00219,CHRM3
DB01229,OPRD1
DB01229,ABCB11
DB01229,FYN
DB01229,CCKAR
DB01229,TACR2
DB01229,MC5R
DB01229,MERTK
DB01229,NOD2
DB14043,CNR1
DB14043,CNR2
DB14043,FAAH
DB14043,GPR55
DB00377,HTR3B
DB14018,ADORA1
DB00282,HPRT1
DB02362,CA2
DB02362,CA1
DB02362,ACHE
DB00233,PTPN1
DB00233,PTGS1
DB00233,PTGS2
DB01337,CHRNB1
DB01337,CHRND
DB01337,CHRNB2
DB01337,CHRNG
DB00213,ATP1A1
DB00213,FASN
DB00213,IDO2
DB00213,SLC22A2
DB00213,SLC47A1
DB00213,SLC47A2
DB00213,ATP4B
DB00213,DDAH1
DB01113,KCNH2
DB01113,PDE3A
DB01113,ACHE
DB01113,PDE10A
DB01113,PDE4A
DB01113,PDE2A
DB01113,PDE3B
DB01113,PADI4
DB01113,PDE1A
DB01113,PDE1B
DB01113,PDE1C
DB01113,SHMT2
DB08439,PTGS1
DB01626,MAOA
DB01626,ALDH2
DB00715,ADRB1
DB00715,SIGMAR1
DB00715,KCNH2
DB00715,SLC6A2
DB00715,CHRM1
DB00715,CHRM2
DB00715,CHRM3
DB00715,CHRM4
DB00715,CHRM5
DB00715,SLC6A3
DB00715,TACR1
DB00715,MPO
DB00715,GRK2
DB00715,ELK3
DB00715,ADRA2B
DB00715,ADRA2C
DB00715,ADRA2A
DB00715,ADRA1B
DB00715,ADRA1D
DB00715,ADRA1A
DB00487,CYP1A2
DB00642,FPGS
DB00642,SHMT1
DB00642,FOLR2
DB00642,FOLR1
DB01230,SLC6A3
DB01359,HTR1A
DB01359,ORM1
DB13791,OPRM1
DB13791,DRD1
DB13791,DRD2
DB13791,HTR1A
DB13791,HTR2A
DB13791,HTR2B
DB13791,HTR2C
DB13791,HTR6
DB13791,ADRA2B
DB13791,DRD3
DB13791,DRD5
DB13791,HRH1
DB13791,HRH2
DB13791,ADRB3
DB13791,HTR1D
DB13791,ADRA2C
DB13791,DRD4
DB13791,ADRA1D
DB13791,OPRK1
DB13791,OPRD1
DB13791,HTR5A
DB00183,CCKAR
DB00738,ADRA2A
DB00738,KCNH2
DB00738,SLC6A2
DB00738,HTR2A
DB00738,HTR2C
DB00738,DRD3
DB00738,CHRM2
DB00738,CHRM4
DB00738,CHRM5
DB00738,SLC6A3
DB00738,ADRA1D
DB00738,MAOA
DB00738,PLG
DB00738,PRSS1
DB00738,F10
DB00738,ST14
DB00738,S100B
DB00738,PRMT1
DB00738,SLC22A1
DB00738,AOC1
DB00738,ADRA1B
DB00738,ADRA1A
DB00738,SLC22A2
DB00738,SLC47A1
DB00738,SLC47A2
DB00738,SLC22A3
DB00738,GRIN1
DB00738,GRIN2A
DB00738,GRIN2B
DB00738,GRIN2C
DB00738,GRIN2D
DB00738,GRIN3B
DB00738,GRIN3A
DB00738,SAT1
DB00738,PTP4A3
DB00738,ACR
DB00738,PTP4A2
DB00738,PTP4A1
DB00312,KCNH2
DB01090,CHRNB4
DB01090,CHRNA3
DB00806,ACHE
DB01186,KCNH2
DB01186,HTR6
DB01186,ADRA1A
DB01186,CYP2D6
DB01186,ADRA1D
DB01186,ADRA1B
DB01186,HTR7
DB01074,SIGMAR1
DB01074,KCNH2
DB01074,SLC6A2
DB01074,CHRM1
DB01074,CHRM3
DB01074,CHRM4
DB01074,CHRM5
DB01074,CACNA1G
DB01074,CACNA1H
DB01074,CACNA1I
DB01074,EGFR
DB01074,FYN
DB01074,ADRA1B
DB01074,ADRA1D
DB01074,ADRA1A
DB01608,ACHE
DB01608,BCHE
DB08922,HTR2A
DB00850,ADRA2A
DB00850,HTR1A
DB00850,ADRA1A
DB00850,ADRA2B
DB00850,DRD3
DB00850,CHRM3
DB00850,AOX1
DB00850,ADRA2C
DB00850,DRD4
DB03783,PTGS1
DB01438,SCN1A
DB01438,SCN4A
DB01438,SCN7A
DB01438,SCN5A
DB01438,SCN9A
DB01438,SCN2A
DB01438,SCN3A
DB01438,SCN11A
DB01438,SCN8A
DB01438,SCN10A
DB03575,SIGMAR1
DB03575,PRCP
DB03575,GRIN1
DB03575,BCHE
DB03575,CHRNA1
DB03575,GRIN3B
DB03575,GRIN3A
DB03575,CHRM1
DB03575,CHRM4
DB03575,CHRM5
DB03575,CHRM3
DB03575,CHRM2
DB01579,SLC6A2
DB01579,HTR1A
DB01579,SLC6A3
DB00780,CYP2C9
DB00780,IDO1
DB00780,KDM1A
DB00780,GFER
DB00914,PRKAB1
DB00498,F2
DB00498,ALOX5
DB09250,MAOB
DB09250,MAOA
DB01620,HRH4
DB01620,SCN1A
DB01620,SCN2A
DB01620,SCN3A
DB00830,MAOA
DB01174,GABRG2
DB01174,GABRB2
DB01174,SCN1A
DB01174,SCN3A
DB04824,TYMS
DB00925,ADRA2A
DB00925,SLC22A1
DB00925,DRD1
DB00925,DRD3
DB00925,DRD5
DB00925,DRD4
DB00925,ADRA1B
DB00925,ADRA1D
DB00925,SCN1A
DB00925,SCN2A
DB00925,SCN3A
DB00692,SIGMAR1
DB00692,KCNH2
DB00692,HTR1A
DB00692,HTR2A
DB00692,HTR2B
DB00692,HTR2C
DB00692,HRH1
DB00692,NISCH
DB00692,SCN1A
DB00692,SCN2A
DB00692,SCN3A
DB00120,SLC7A5
DB00120,CACNA2D1
DB00120,ALPI
DB00120,XIAP
DB00812,NAPRT
DB00388,ADRB1
DB00388,ADRA2B
DB00388,ADRA2C
DB00388,ADRA2A
DB11160,HRH1
DB00252,NR1I3
DB12944,BACE1
DB00981,CYP2D6
DB00981,CHRM1
DB12712,KCNH2
DB12712,SCN4A
DB00337,IL5
DB00337,IFNG
DB00337,IL2
DB00337,PPP3CC
DB13292,HTR2A
DB13292,SETD7
DB11450,AGTR1
DB11450,PDE3B
DB11450,PDE3A
DB01100,OPRM1
DB01100,ADRA2A
DB01100,SIGMAR1
DB01100,ABCB1
DB01100,HTR2C
DB01100,HTR6
DB01100,HTR7
DB01100,ADRA1A
DB01100,ADRA2B
DB01100,HRH4
DB01100,CHRM3
DB01100,HTR1D
DB01100,ADRA2C
DB01100,OPRK1
DB01100,ABCC1
DB01100,GLRA1
DB01100,CACNA1G
DB01100,CALM1
DB01100,CALM2
DB01100,CALM3
DB01100,OPRD1
DB01100,KCNK2
DB01100,SCN2A
DB01100,SLC22A2
DB01100,USP1
DB01100,CACNA1H
DB01100,KCNJ6
DB06762,ABCC9
DB06762,KCNMA1
DB06762,KCNJ11
DB00960,HTR2C
DB00960,ADRB3
DB00960,HTR1B
DB00960,HTR1D
DB00960,HTR1F
DB01132,CA2
DB01132,ABCB11
DB01132,MAOB
DB01132,MAOA
DB01132,PPARA
DB01132,AKR1B1
DB01132,CISD1
DB01132,CISD2
DB09286,ADRB1
DB09286,ADRB2
DB09286,DRD2
DB09286,ADRA2A
DB09286,HTR2B
DB09286,HTR2C
DB09286,ADRA2B
DB09286,DRD3
DB09286,ADRA2C
DB09286,HTR1F
DB09286,HTR1E
DB01338,CHRNB4
DB01338,CHRNA1
DB01338,CHRNB1
DB01338,CHRND
DB01338,CHRNB2
DB01338,CHRNA4
DB00670,ADORA3
DB12478,ADRA2B
DB12478,ADRA1D
DB12478,ADRA1B
DB09244,TEAD4
DB09244,TEAD1
DB09244,TEAD2
DB09244,TEAD3
DB13722,PTGS2
DB13722,PTGS1
DB08860,RXRA
DB06153,DRD2
DB06153,HTR2A
DB06153,HTR2B
DB06153,HTR2C
DB06153,HTR7
DB06153,CHRM1
DB00413,ADRB2
DB00413,ADRA2A
DB00413,HTR1A
DB00413,HTR2A
DB00413,HTR7
DB00413,ADRA2B
DB00413,HRH2
DB00413,HTR1B
DB00413,HTR1D
DB00413,ADRA2C
DB01411,NR1H4
DB01411,GPR17
DB13514,PTGS1
DB01058,ABCB11
DB00860,PGR
DB00860,SERPINA6
DB00860,IL6
DB00860,GPBAR1
DB00860,FABP1
DB00860,GLUL
DB00860,ADAM17
DB14632,NR3C2
DB14632,AR
DB14632,PGR
DB14632,SERPINA6
DB14632,IL6
DB14632,GPBAR1
DB14632,FABP1
DB14632,GLUL
DB14632,ADAM17
DB00635,SLC28A1
DB00230,SLC7A5
DB13777,ADRB2
DB04825,SCN1A
DB04825,SCN2A
DB04825,SCN3A
DB04825,CACNA1C
DB04825,CACNA1D
DB04825,CACNA1S
DB04825,PICALM
DB13642,CHRM1
DB13642,CHRM2
DB13642,CHRM3
DB13642,CHRM4
DB13642,CHRM5
DB01087,KCNH2
DB01087,SLC6A4
DB01087,HBA1
DB01087,MAOB
DB01087,NQO2
DB01087,MAOA
DB01087,HSP90AA1
DB01087,AHR
DB01087,CALR
DB01087,SHMT2
DB01032,CA2
DB01032,CA9
DB01032,CA12
DB01032,SLC22A12
DB01032,SLC22A20P
DB01032,UGT1A7
DB01032,TRPV2
DB01599,ALOX15
DB01599,HPN
DB01035,KCNH2
DB01035,CHRM2
DB01035,ACHE
DB01035,DNMT1
DB01035,DNMT3A
DB01035,DNMT3B
DB01035,SCN1A
DB01035,SCN4A
DB01035,SCN7A
DB01035,SCN9A
DB01035,SCN2A
DB01035,SCN3A
DB01035,SCN11A
DB01035,SCN8A
DB01035,SCN10A
DB00721,GRIN3A
DB00721,CHRNA1
DB00721,CHRNB1
DB00721,CHRND
DB00433,HTR4
DB00433,ADRA2A
DB00433,SIGMAR1
DB00433,KCNH2
DB00433,SLC6A4
DB00433,SLC6A2
DB00433,HTR1A
DB00433,HTR2B
DB00433,HTR2C
DB00433,HTR6
DB00433,ADRA1A
DB00433,ADRA2B
DB00433,CHRM1
DB00433,CHRM2
DB00433,CHRM3
DB00433,CHRM4
DB00433,CHRM5
DB00433,ADRA2C
DB00433,SLC6A3
DB00433,ADRA1D
DB00433,FYN
DB00433,SLC22A1
DB00433,ADRA1B
DB00433,HTR1B
DB00433,PGRMC1
DB00387,CHRM3
DB00387,HRH1
DB00387,GRIN2D
DB00387,GRIN3B
DB00387,GRIN1
DB00387,GRIN2A
DB00387,GRIN2B
DB00387,GRIN2C
DB00387,GRIN3A
DB00396,SLC28A1
DB00396,SIGMAR1
DB00396,SERPINA6
DB00396,SHBG
DB00396,SOAT1
DB00396,FABP2
DB00396,FABP1
DB00396,SRD5A1
DB00396,SRD5A2
DB00396,ESR2
DB00396,P2RX3
DB13431,HRH2
DB13431,CCKBR
DB01131,TAAR1
DB00420,ADRA2A
DB00420,SIGMAR1
DB00420,SLC6A4
DB00420,SLC6A2
DB00420,HTR1A
DB00420,HTR2B
DB00420,HTR6
DB00420,ADRA2B
DB00420,HRH2
DB00420,AOX1
DB00420,ADRA2C
DB00420,PRNP
DB00420,SLC22A1
DB00420,TPR
DB00420,PGRMC1
DB00420,DRD5
DB00420,SCN1A
DB00420,SCN2A
DB00420,SCN3A
DB00420,GFER
DB13602,AR
DB01069,DRD2
DB01069,ADRA2A
DB01069,SIGMAR1
DB01069,SLC6A4
DB01069,SLC6A2
DB01069,HTR1A
DB01069,HTR2A
DB01069,HTR2B
DB01069,HTR2C
DB01069,HTR6
DB01069,ADRA1A
DB01069,ADRA2B
DB01069,DRD3
DB01069,HRH2
DB01069,HRH4
DB01069,AOX1
DB01069,ADRA2C
DB01069,ADRA1D
DB01069,BCHE
DB01069,PRNP
DB01069,SLC22A1
DB01069,ADRA1B
DB01069,SCN1A
DB01069,SCN2A
DB01069,SCN3A
DB01069,CALR
DB01069,GFER
DB01069,PICALM
DB01069,CALM1
DB01182,SCN1B
DB01182,SCN2B
DB01182,SCN3B
DB01182,SCN4B
DB01182,SIGMAR1
DB01182,SLC6A2
DB01182,HTR1A
DB01182,HTR2A
DB01182,HTR2B
DB01182,HTR2C
DB01182,HTR6
DB01182,AOX1
DB01182,ADRB3
DB01182,SLC6A3
DB01182,ADRA1D
DB01182,CYP1A2
DB01182,KCNK2
DB01182,KCNK3
DB01182,SLC22A1
DB01182,HCN4
DB01182,ADRA1B
DB01182,ADRA1A
DB01182,SLC22A2
DB01182,ABCC9
DB01182,KCNJ11
DB00807,SIGMAR1
DB00807,MAOA
DB00807,SCN1A
DB00807,SCN2A
DB00807,SCN3A
DB06479,ACHE
DB00818,PTGS1
DB00818,SLC6A2
DB00818,HTR2B
DB00818,HTR2C
DB00818,CA2
DB00818,CA1
DB00818,ALOX15
DB00818,HCN1
DB00571,SIGMAR1
DB00571,SLC6A4
DB00571,HTR1A
DB00571,HTR2A
DB00571,HTR2B
DB00571,HTR2C
DB00571,HTR6
DB00571,HRH1
DB00571,HTR1B
DB00571,HTR1D
DB00571,CACNA1C
DB00571,SLC22A1
DB00571,HCN4
DB00571,PGRMC1
DB00571,DRD2
DB00550,TAS2R38
DB13524,TRPA1
DB13649,PTGS2
DB13649,PTGS1
DB13307,ATP1A2
DB13307,ATP1A1
DB06814,ADRB2
DB00344,KCNH2
DB00344,HTR2A
DB00344,HTR2B
DB00344,HTR2C
DB00344,HRH1
DB00344,CHRM1
DB00344,CHRM2
DB00344,CHRM3
DB00344,CHRM4
DB00344,CHRM5
DB00344,SLC6A3
DB00344,ADORA3
DB00339,CA2
DB00339,CYP3A5
DB00339,FAS
DB06691,ADRA2A
DB06691,SIGMAR1
DB06691,SLC6A4
DB06691,HTR2A
DB06691,HTR2B
DB06691,HTR2C
DB06691,SLC6A3
DB06691,ADORA3
DB00205,CHRM1
DB00205,CYP2C9
DB00205,SLC22A1
DB00205,HEXB
DB00205,SLC47A2
DB06816,SYNJ2
DB06816,SYNJ1
DB06816,SHMT2
DB01224,ADRB1
DB01224,ADRB2
DB01224,ADRA2A
DB01224,SIGMAR1
DB01224,KCNH2
DB01224,HTR6
DB01224,HTR7
DB01224,ADRA1A
DB01224,ADRA2B
DB01224,DRD5
DB01224,CHRM1
DB01224,CHRM2
DB01224,CHRM3
DB01224,CHRM4
DB01224,CHRM5
DB01224,AOX1
DB01224,HTR1B
DB01224,ADRA2C
DB01224,DRD4
DB01224,ADRA1D
DB01224,HTR5A
DB01224,PGRMC1
DB01224,ELK3
DB01224,H1-0
DB01103,ADRA2A
DB01103,SLC6A2
DB01103,HTR2A
DB01103,ADRA2B
DB01103,DRD3
DB01103,HRH2
DB01103,CHRM1
DB01103,CHRM2
DB01103,CHRM3
DB01103,CHRM4
DB01103,CHRM5
DB01103,AOX1
DB01103,ADRA2C
DB01103,ADRA1D
DB01103,ACHE
DB01103,PRNP
DB01103,TPR
DB01103,ADRA1B
DB01103,BCHE
DB01103,PTGS1
DB01103,PTGS2
DB01103,SCN1A
DB01103,SCN2A
DB01103,SCN3A
DB01103,PLA2G1B
DB09097,HTR2C
DB09097,HTR2A
DB09097,HTR1A
DB09097,HTR1B
DB09097,HTR1D
DB09097,HTR1F
DB09097,HTR2B
DB09097,HTR6
DB09097,HTR7
DB09097,HTR5A
DB09097,HTR5BP
DB09097,HTR3A
DB09097,HTR4
DB09097,HTR3B
DB09097,ADRA2B
DB09097,ADRA2C
DB09097,ADRA2A
DB09097,DRD2
DB09097,DRD1
DB09097,ADRA1B
DB09097,ADRA1D
DB09097,ADRA1A
DB14679,PGR
DB00908,SCN1B
DB00908,SCN2B
DB00908,SCN3B
DB00908,SCN4B
DB00908,CHRM2
DB00908,BCHE
DB00908,HCN4
DB00908,SLC22A2
DB00908,SLC47A1
DB00908,SCN1A
DB00908,SCN2A
DB00908,SCN3A
DB00908,KCND2
DB01129,ADRA2B
DB01129,DRD3
DB01129,HTR1D
DB01129,ATP1A1
DB01129,ADORA3
DB01129,FASN
DB01129,IDE
DB01129,DDAH1
DB01129,ENGASE
DB01129,SARM1
DB00481,OPRM1
DB00481,DRD1
DB00481,DRD2
DB00481,ADORA2A
DB00481,ADRA2A
DB00481,SIGMAR1
DB00481,EBP
DB00481,SLC6A4
DB00481,SLC6A2
DB00481,HTR2A
DB00481,HTR2B
DB00481,HTR2C
DB00481,HTR6
DB00481,ADRA2B
DB00481,DRD3
DB00481,AOX1
DB00481,HTR1D
DB00481,ADRA2C
DB00481,SLC6A3
DB00481,NR1I2
DB00481,ADRA1D
DB00481,OPRK1
DB00481,OPRD1
DB00481,ACHE
DB00481,CYP2C9
DB00481,IL6
DB00481,FYN
DB00481,NR1H4
DB00481,TACR2
DB00481,PLD1
DB00481,PLD2
DB00481,ADRA1B
DB00481,HTR1B
DB00481,PGRMC1
DB00481,ADRA1A
DB00481,C5
DB00481,HLA-A
DB06817,CCR1
DB00293,FOLR2
DB00293,SLC46A1
DB00293,FOLR1
DB13036,PTGDR
DB00863,ACHE
DB00863,SLC47A1
DB00243,KCNH2
DB11656,CCKAR
DB00234,SLC6A4
DB00234,SLC6A2
DB00234,HTR2C
DB00234,HTR6
DB00234,SLC6A3
DB00234,KCNJ6
DB00234,ELK3
DB00234,KCNJ3
DB00234,KCNJ5
DB06213,ADORA2A
DB06213,ADORA1
DB06213,ADORA2B
DB06213,ADORA3
DB00409,SIGMAR1
DB00409,HTR1A
DB00409,HTR2A
DB00409,DRD3
DB00409,DRD4
DB00409,DRD1
DB00409,DRD5
DB00912,SLCO1B1
DB00912,SLC22A1
DB12846,ADRB2
DB00206,OPRM1
DB00206,DRD1
DB00206,DRD2
DB00206,HTR1A
DB00206,DRD3
DB00206,ABCG2
DB00206,SCN1A
DB00206,SCN2A
DB00206,SCN3A
DB00206,SLC6A4
DB00811,ADORA1
DB00811,ADK
DB00811,ENPP1
DB00811,NT5C2
DB00811,TOP1
DB11738,ADRA2A
DB11738,ADRA1A
DB11738,ADRA2B
DB11738,NISCH
DB00740,SLC6A2
DB00740,GRIN3A
DB00740,KCNN2
DB00478,SLC22A2
DB00478,SLC47A1
DB00478,BLOC1S6
DB00734,ADRB1
DB00734,DRD1
DB00734,ADRA2A
DB00734,SIGMAR1
DB00734,HTR2B
DB00734,ADRA2B
DB00734,DRD5
DB00734,HRH2
DB00734,CHRM1
DB00734,CHRM2
DB00734,CHRM3
DB00734,CHRM4
DB00734,ADRA2C
DB00734,DRD4
DB00734,GLRA1
DB00734,HTR5A
DB00734,ELK3
DB00734,SLC22A2
DB00734,SLC47A1
DB00734,H1-0
DB00503,OPRM1
DB00503,OPRK1
DB00503,CYP2C9
DB00503,AVPR1A
DB00503,TBXAS1
DB00503,SLC22A1
DB00503,TACR2
DB00503,SLC22A2
DB00503,SLC47A1
DB00503,SLC47A2
DB00953,HTR2A
DB00953,HTR2C
DB00953,CYP2D6
DB00953,HTR3A
DB00953,HTR3B
DB00728,CHRNA1
DB00728,CHRNB1
DB00728,CHRND
DB00728,CHRNG
DB00533,PTGS1
DB00533,PTGER2
DB00533,MT-CO2
DB01301,IDE
DB01301,RAD52
DB00268,DRD1
DB00268,ADRA2A
DB00268,HTR1A
DB00268,HTR2A
DB00268,HTR2B
DB00268,HTR7
DB00268,ADRA2B
DB00268,DRD5
DB00268,HTR1D
DB00268,ADRA2C
DB00296,SCN1A
DB00296,SCN2A
DB00296,SCN3A
DB00296,SCN4A
DB00296,SCN8A
DB00296,SCN9A
DB00296,KCNK3
DB00412,KCNH2
DB00412,CA2
DB00412,ABCB11
DB00412,MAOB
DB00412,MAOA
DB00412,PPARA
DB00412,RXRA
DB00412,RARG
DB00412,TBXAS1
DB00412,PPARD
DB00412,AGTR1
DB00412,SLC10A1
DB00412,CISD1
DB00412,CISD2
DB01098,PDE6D
DB08806,HRH2
DB00118,PRMT1
DB00118,AMD1
DB00118,PNMT
DB00118,PCMT1
DB00936,CA2
DB00936,CA1
DB00936,CA4
DB00936,CA9
DB00936,CA12
DB00936,CA7
DB00936,CA6
DB00936,CA14
DB00936,CA13
DB00936,SLC22A20P
DB00936,HMGB1
DB00936,NAPRT
DB00938,DRD2
DB00938,DRD3
DB00938,AOX1
DB00938,ADRB3
DB01232,OPRM1
DB01232,HTR1A
DB01232,DRD3
DB01232,ABCC2
DB01232,SLC6A3
DB01232,OPRK1
DB01232,ABCC1
DB01232,OPRD1
DB01232,AVPR1A
DB01232,TBXAS1
DB01232,TACR2
DB01232,CALR
DB00418,MMP9
DB00418,GABRG2
DB00418,GABRB2
DB01037,ADRA2A
DB01037,ADRA2B
DB06739,TBXA2R
DB01153,IDO1
DB06144,ADRB1
DB06144,ADRB2
DB06144,DRD1
DB06144,ADRA2A
DB06144,ABCB1
DB06144,HTR7
DB06144,ADRA2B
DB06144,CHRM3
DB06144,ADRA2C
DB06144,HTR2B
DB01104,ADRA2A
DB01104,SIGMAR1
DB01104,KCNH2
DB01104,SLC6A2
DB01104,HTR2A
DB01104,HTR2B
DB01104,HTR2C
DB01104,ADRA1A
DB01104,ADRA2B
DB01104,CHRM1
DB01104,CHRM2
DB01104,CHRM3
DB01104,CHRM4
DB01104,CHRM5
DB01104,ADRA2C
DB01104,CYP2C19
DB01104,ADRA1B
DB01104,MC5R
DB01104,PGRMC1
DB01105,ADRA2B
DB01105,ADRA2C
DB01105,KCND3
DB01105,SLC22A2
DB00203,ADORA2A
DB00203,KCNH2
DB00203,ADORA1
DB00203,PDE6A
DB00203,PDE11A
DB00203,PDE10A
DB00203,PDE4D
DB00203,PDE2A
DB00203,PDE7A
DB00203,PDE9A
DB00203,PDE8A
DB00203,ADRA1B
DB00203,PDE3B
DB00203,IDO2
DB00203,PDE3A
DB00203,PDE4A
DB00203,PDE4B
DB00203,PDE4C
DB00203,PDE1A
DB00203,PDE1B
DB00203,PDE1C
DB00203,PDE6G
DB00203,PDE6H
DB00203,PDE6B
DB00203,PDE6D
DB00641,NR1I3
DB00641,ACHE
DB00641,BCHE
DB00641,HMGB1
DB00877,SLC28A1
DB00877,CYP3A4
DB00877,CYP2C9
DB00877,FKBP3
DB00877,CYP2C19
DB00877,FKBP1B
DB00877,FKBP5
DB00877,PDCD4
DB01261,ACE
DB01261,FAP
DB01261,DPP8
DB01261,DPP9
DB01261,DPP7
DB14038,MAOB
DB14038,MAOA
DB14038,F2
DB14038,DPP4
DB14038,NFKB1
DB14038,ACHE
DB14038,POLB
DB12863,PRTN3
DB00398,JAK3
DB00398,HTR1A
DB00398,HTR2A
DB00398,HTR2B
DB00398,HTR2C
DB00398,HTR6
DB00398,HTR7
DB00398,HTR5A
DB00398,CA7
DB00398,SRC
DB00398,LCK
DB00398,FYN
DB00398,CDK2
DB00398,INSR
DB00398,HCK
DB00398,MYLK2
DB00398,CSK
DB00398,TEK
DB00398,EPHA8
DB00398,CDK5
DB00398,STK10
DB00398,AURKC
DB00398,TTK
DB00398,ABL2
DB00398,EPHA5
DB00398,EPHA4
DB00398,FGFR2
DB00398,EPHA6
DB00398,TNIK
DB00398,FGR
DB00398,STK36
DB00398,EPHA3
DB00398,FRK
DB00398,CLK1
DB00398,RIPK2
DB00398,EPHB1
DB00398,EPHA7
DB00398,DDR1
DB00398,EPHB4
DB00398,CDK15
DB00398,EPHX2
DB00398,TGFBR2
DB00398,EPHB2
DB00398,CDK7
DB00398,RPS6KA6
DB00398,TNK1
DB00398,CDK17
DB00398,CDK14
DB00398,TIE1
DB00398,LIMK2
DB00398,MKNK1
DB00398,NLK
DB00398,STK33
DB00398,TNNI3K
DB00398,MAP4K1
DB00398,MAP4K4
DB00398,MERTK
DB00398,MUSK
DB00398,CIT
DB00398,MYO3B
DB00398,CDK3
DB00398,SRMS
DB00398,EPHA1
DB00398,MAPK15
DB00398,RIPK1
DB00398,CSNK1A1
DB00398,CDKL2
DB00398,CDKL3
DB00398,EPHB6
DB00398,HIPK3
DB00398,MAP3K7
DB00398,TAOK3
DB00398,MAP3K19
DB00398,HIPK1
DB00398,TAOK2
DB00398,MAP2K5
DB00398,MYLK3
DB00398,PNP
DB00398,RIPK3
DB11998,TK2
DB01208,KCNH2
DB01208,CCL18
DB00421,NR3C1
DB00421,PGR
DB00421,ESR2
DB00421,CYP2C19
DB00421,SLC47A1
DB06718,CYP2D6
DB06718,ADORA3
DB06718,CYP2C9
DB06718,CYP2C19
DB06718,PGR
DB15954,SCN1A
DB15954,SCN2A
DB15954,SCN3A
DB15954,TAS2R10
DB15954,TAS2R46
DB00139,EGLN1
DB00139,SUCNR1
DB00202,ACHE
DB00202,CHRNG
DB00202,CHRNB1
DB00202,CHRNE
DB00202,CHRND
DB00708,SLC22A1
DB00708,SIGMAR1
DB09324,BCL1
DB09324,LACTB
DB00634,DHFR
DB00359,HTR2A
DB00359,HTR2B
DB00359,AURKA
DB00359,SLC5A7
DB06150,HTR6
DB01582,GLO1
DB13726,F2
DB13726,PRSS1
DB13726,PRSS2
DB13726,PRSS3
DB01015,EDNRA
DB00259,CA2
DB00259,CA1
DB00259,CA4
DB00259,CA9
DB00259,CA12
DB00259,CA5A
DB00259,CA5B
DB00259,CA7
DB00259,CA3
DB00259,CA6
DB00259,CA14
DB00259,CA13
DB00795,CA2
DB00795,CA1
DB00795,SLC7A11
DB00795,CASP1
DB00795,TBXAS1
DB00795,MMP1
DB00795,AR
DB00795,AKR1B1
DB00795,MAPK1
DB00795,SLC10A1
DB06147,EDNRA
DB01138,NAPRT
DB00263,HRH4
DB00263,EDNRA
DB00263,EDNRB
DB13215,HPGDS
DB01145,G6PD
DB00605,GLRA1
DB00605,MMP2
DB00605,GLO1
DB00605,PTGES
DB00605,C5
DB00605,ABCB11
DB00391,ADRA2A
DB00391,DRD4
DB00391,CA2
DB00391,CA9
DB00391,CA12
DB00391,CA5A
DB00391,CA5B
DB00391,CA3
DB00391,CA6
DB00391,DRD1
DB00391,DRD5
DB12708,PTGER4
DB08329,CA1
DB08329,CA9
DB08329,CA6
DB13273,DRD2
DB13273,DRD3
DB00669,HTR2C
DB00669,HTR3A
DB00669,SLC47A1
DB01268,JAK3
DB01268,KCNH2
DB01268,ACHE
DB01268,ABL1
DB01268,SRC
DB01268,LCK
DB01268,FYN
DB01268,RPS6KA3
DB01268,PHKG2
DB01268,IGF1R
DB01268,MYLK
DB01268,INSR
DB01268,DAPK3
DB01268,CAMK1
DB01268,FGFR3
DB01268,ROCK1
DB01268,PTK2
DB01268,HCK
DB01268,JAK1
DB01268,MAPK10
DB01268,DAPK2
DB01268,PIK3CD
DB01268,NTRK1
DB01268,JAK2
DB01268,ROCK2
DB01268,PRKCA
DB01268,CAMK2D
DB01268,MYLK2
DB01268,CAMK2G
DB01268,AAK1
DB01268,MARK2
DB01268,MET
DB01268,LYN
DB01268,NEK2
DB01268,RPS6KA2
DB01268,PRKAA1
DB01268,CAMK2B
DB01268,PHKG1
DB01268,CDK5
DB01268,CAMK2A
DB01268,STK17B
DB01268,STK10
DB01268,FER
DB01268,PLK4
DB01268,AURKC
DB01268,STK16
DB01268,TTK
DB01268,ABL2
DB01268,EPHA5
DB01268,PKN1
DB01268,PRKCQ
DB01268,STK17A
DB01268,EPHA6
DB01268,TNIK
DB01268,CSNK1E
DB01268,FGR
DB01268,AURKA
DB01268,ALK
DB01268,EPHA3
DB01268,BMP2K
DB01268,PIM2
DB01268,FRK
DB01268,CLK1
DB01268,CLK2
DB01268,STK38L
DB01268,MAP4K5
DB01268,MAP3K4
DB01268,GAK
DB01268,EPHB1
DB01268,CAMK1D
DB01268,CDK16
DB01268,STK4
DB01268,TNK2
DB01268,RPS6KA5
DB01268,SLK
DB01268,CLK4
DB01268,MKNK2
DB01268,MAPK9
DB01268,CAMKK2
DB01268,MARK3
DB01268,CAMKK1
DB01268,CAMK1G
DB01268,DDR1
DB01268,SLC22A1
DB01268,TSSK1B
DB01268,PDPK1
