DRUGBANK_ID,pipe_genesymbol
DB12558,FGFR2
DB00841,GNAS
DB16351,HTR2C
DB15359,MAPK1
DB00683,VDR
DB15110,PLK2
DB00812,CYP3A4
DB00468,CYP2D6
DB01590,CYP3A5
DB00668,PIK3CB
DB00683,PTH
DB00544,MIR27A
DB11968,KCNH2
DB00440,G6PD
DB08799,CYP2D6
DB00595,POLB
DB12105,CACNA1D
DB13089,CYP3A4
DB00657,CYP3A4
DB00746,MMP12
DB06436,MPHOSPH8
DB13061,PDPK1
DB08568,AKT1
DB15357,HTR2B
DB00188,AR
DB06654,SCN2A
DB13044,CASP1
DB00999,GPR83
DB11823,GRIN2C
DB16326,USP1
DB00999,DOT1L
DB00734,RGS4
DB01235,WRN
DB05220,ROS1
DB08094,CDK4
DB01222,CYP1A2
DB00776,ABCB1
DB00661,ABCC1
DB00593,SCN1A
DB05234,AR
DB00741,PTPRC
DB00908,CYP2D6
DB01039,IL6
DB00257,TRPM4
DB00502,HRH1
DB00975,ABCB1
DB07159,TAOK1
DB03747,HEXB
DB01229,CXCL8
DB00694,HDAC5
DB06518,MAP4K4
DB08875,KIT
DB08896,FGFR1
DB02010,APOE
DB00273,GABRP
DB00440,CYP2C9
DB06246,PDE5A
DB12332,PARP3
DB00977,AQP8
DB07995,EHMT2
DB04177,PAX8
DB05009,ADORA1
DB00987,TYMS
DB12558,FLT1
DB05288,AR
DB11519,TBXA2R
DB00773,PAPOLA
DB00620,CRHR1
DB00363,NT5E
DB00762,SEMA3C
DB00674,CHAT
DB00361,CASP7
DB04854,UGT1A9
DB00907,CHRNA3
DB00316,UGT1A
DB00322,FAS
DB04177,NFE2L2
DB00661,LDLR
DB12319,VDR
DB00641,ABCA1
DB00525,CYP2C19
DB00370,FKBP5
DB01275,EHMT2
DB11526,CSF1R
DB01015,CYP3A4
DB06693,AR
DB12962,MARK2
DB05100,MMP2
DB02594,CDKN1A
DB06708,CYP3A5
DB00277,ADORA3
DB00530,CYP2D6
DB01224,PDE4D
DB00227,CYP2C8
DB00990,CYP1B1
DB08871,ERBB2
DB06789,ABCB11
DB09256,UMPS
DB00014,GNRHR
DB09085,SCN2A
DB11656,MAPK1
DB00624,ESR1
DB01645,ATAD5
DB12730,TUB
DB00933,CYP2J2
DB00698,NFE2L2
DB08142,CDK17
DB00709,PCYT2
DB00898,CSF2
DB01880,EHMT2
DB00692,ALPP
DB11962,PIK3R3
DB01264,CYP3A4
DB07159,MAP3K10
DB00912,TCF7L2
DB01231,CYP2D6
DB00945,CYP4F2
DB08653,HTR1D
DB00530,SLK
DB00755,CYP2C9
DB00740,SCN1A
DB01050,CYP19A1
DB08868,S1PR5
DB08891,CYP2D6
DB00502,HOMER1
DB00642,FOLR3
DB00649,CXCL10
DB11700,MC3R
DB03496,CDK10
DB13648,CHRNA7
DB02175,ME3
DB00327,CYP3A5
DB11478,RORC
DB12116,MAPT
DB00661,NR1H3
DB00671,TDP1
DB00684,MT-RNR1
DB00422,ZNF565
DB12245,NPSR1
DB14008,GFER
DB07715,THPO
DB01248,XRCC4
DB03496,XIAP
DB06823,ALDH1A1
DB01244,TNNC1
DB01076,SCARB1
DB00363,HLA-DPB1
DB06777,TARDBP
DB09061,TRPM8
DB12426,SLC6A5
DB00775,FGB
DB00132,WRN
DB11904,KIT
DB05220,BLK
DB00188,PIPSL
DB00970,THRB
DB16101,HPGD
DB01645,BGLAP
DB00415,APEX1
DB00864,AR
DB05928,INSR
DB13254,CHRM5
DB13806,CYP2C9
DB02365,MTOR
DB11231,GSTP1
DB00363,RABEP1
DB00909,SCN4B
DB01418,APOE
DB12641,NAT1
DB01050,DDIT3
DB12367,GRIK1
DB00175,HTR7
DB00441,IGF2
DB12686,CDK1
DB11925,RICTOR
DB00635,MBP
DB00321,HTR6
DB01577,ARRB2
DB01242,DRD1
DB11986,RET
DB09054,BRAF
DB00765,BDNF
DB11694,MELK
DB15581,TYR
DB00755,RORB
DB06287,ABCB1
DB01232,ATXN2
DB11794,IDH1
DB01160,PTGFR
DB00227,CD14
DB04887,ABCB1
DB05294,AURKB
DB00297,HSPA8
DB00254,F2RL1
DB05220,ERBB2
DB00184,E2F1
DB00670,CYP2D6
DB00194,GMNN
DB08517,ADORA2A
DB12015,ERBB2
DB01235,AGTR1
DB14575,SCN2A
DB05220,FLT1
DB01077,SMPD1
DB15579,BAZ2B
DB01229,NRG1
DB00513,PLAT
DB06210,SLCO1B3
DB00762,TYMSOS
DB05928,AXL
DB00477,ABCB1
DB00813,PGAP6
DB00806,PCNA
DB11730,BRAF
DB12458,GABRA2
DB00162,NR2C2
DB02232,APEX1
DB00694,WT1
DB04297,HDAC5
DB00822,THPO
DB00822,MTHFR
DB01051,MYC
DB07810,AQP9
DB01113,CYP3A4
DB00908,CYP1A2
DB00496,CHRM4
DB00188,CTLA4
DB11875,MAPT
DB06134,KIT
DB00273,GRIA1
DB00283,THPO
DB04905,ABCB1
DB01219,RYR3
DB00456,POLK
DB00220,IL6
DB05015,FBXW7
DB12369,CDK2
DB13093,PDGFRA
DB12703,MTOR
DB13530,ADRB1
DB00370,SLC2A4
DB01115,MYO9B
DB00137,APOE
DB11507,PTGER1
DB00497,CYP3A5
DB01172,MT-RNR1
DB11823,GRIN2D
DB11447,MAPT
DB00175,IL1B
DB00350,KCNJ11
DB01074,CYP2C19
DB00136,MYC
DB15581,ALDH1A1
DB00188,PSMD10P1
DB16139,CYP1A2
DB00603,CYP1B1
DB01016,CYP2D6
DB15334,RAB9A
DB00527,MYO9B
DB00243,CYP2D6
DB00796,VDR
DB13061,FGFR1
DB00242,ADA
DB01611,G6PD
DB05737,PLA2G5
DB00786,MMP7
DB05928,PRKD2
DB04177,GLP1R
DB04786,NTRK1
DB00244,GLS
DB01124,KCNJ8
DB01008,GSTP1
DB12369,CAMK2A
DB00455,CCL17
DB06262,ADRA2B
DB00439,HMGCR
DB00563,SLAMF1
DB00230,CACNB2
DB00987,POLD1
DB00368,EHMT2
DB05928,TSSK1B
DB04014,FGFR1
DB00404,GABRQ
DB02085,EHMT2
DB00945,HLA-DPB2
DB00622,MTOR
DB00220,AKT1
DB00481,HSD17B10
DB00996,KCNQ5
DB02546,TUBB4A
DB01060,HLA-DRB1
DB12138,MAPK14
DB01536,HSD17B10
DB04879,FRK
DB00514,ERCC6
DB00822,ALDH3A2
DB06595,YES1
DB11958,FGFR3P1
DB04845,TUBA4A
DB00530,APC
DB00531,ABCC3
DB01217,PGR
DB00692,ADRA1A
DB00196,CYP2C19
DB12465,HTR1D
DB04855,AR
DB00620,CYP2C9
DB00227,EHMT2
DB00359,CYP3A4
DB00853,ATM
DB02424,PLAU
DB01050,CYP2C9
DB00563,E2F1
DB00563,POLB
DB12962,FER
DB00619,IRAK1
DB11663,LRRK2
DB05239,MAP2K5
DB11694,CSNK1G2
DB00975,EHMT2
DB11948,MAPT
DB01234,CD86
DB00507,PKM
DB13306,AR
DB01873,ABCB1
DB07352,ALOX15
DB01159,RYR1
DB00458,CYP2C9
DB08891,CYP2C19
DB11581,PIK3CA
DB09065,CH25H
DB16139,CYP2D6
DB03644,CD28
DB11185,ALDH1A1
DB01234,CARTPT
DB11730,CCND2
DB15581,AHR
DB07159,ITK
DB00127,TRPM5
DB00448,GSR
DB11967,MAP2K4
DB00822,ATAD5
DB00220,CYP2C19
DB00433,HRH1
DB00246,CHRNA7
DB00613,CYP1A1
DB00683,GABRA6
DB04468,GPER1
DB01234,RPS19
DB00390,TAC1
DB00679,KCNH2
DB04817,NAT2
DB09216,HIF1A
DB09526,HSD17B10
DB15579,POLH
DB00197,GADD45A
DB00444,H2AW
DB00641,ICMT
DB01268,HMOX1
DB05220,NTRK2
DB07352,APEX1
DB00683,BRD2
DB01017,NR1I2
DB06554,GABRR1
DB14060,CYP1A2
DB01234,CYP2C19
DB00898,GSTP1
DB12288,HTR1A
DB06178,FOLR1
DB15932,CYP1A2
DB13384,GMNN
DB00175,SLC22A6
DB11994,CASP1
DB00277,IFNG
DB08872,CACNA1G
DB07215,PPARA
DB00182,SLC18A2
DB14144,AR
DB12774,STK11
DB05294,LCK
DB11447,BAZ2B
DB08881,ABCB1
DB05928,CFLAR
DB00883,GUCY1A2
DB01759,TYR
DB08313,TUBA3C
DB01594,GABRG2
DB04528,AR
DB08826,KDM4A
DB04946,ADRA1A
DB01254,JAK2
DB00531,XRCC1
DB01610,ABCC4
DB12686,CDK11B
DB01629,GMNN
DB06626,HIF1A
DB12962,AURKA
DB00605,CYP3A4
DB07159,MET
DB00987,CYP2C19
DB06697,ATP1A1
DB15047,KCNA5
DB00734,KCNH2
DB00158,HSD17B10
DB05289,PSENEN
DB02959,SLC36A1
DB00661,MYC
DB15446,IL25
DB00277,NOS2
DB06637,KCNF1
DB11875,VDR
DB00384,CYP1A2
DB00904,GSR
DB04557,USP1
DB12016,S1PR5
DB00184,POR
DB11694,FER
DB01028,GABRD
DB00675,VDR
DB13917,HIF1A
DB05928,PHKG2
DB05475,STAT3
DB08981,PTGS2
DB15442,CDK2
DB06589,AR
DB00317,IKBKE
DB15063,NOD2
DB12693,ADRA1B
DB12429,MAPK14
DB13950,KDM4A
DB00860,LCAT
DB00170,MAPT
DB07767,APP
DB00456,POLI
DB00744,CYP2C9
DB03285,GMNN
DB00758,CYP1A2
DB00550,BDNF
DB12745,PRKCD
DB12569,ADORA3
DB00514,GRIN3A
DB09076,CHRM2
DB13929,MAPK1
DB00145,CYP3A4
DB09063,FLT3
DB00703,EHMT2
DB06718,AR
DB00441,DAPK1
DB00898,MED19
DB00437,NOTCH4
DB13618,SMN2
DB01595,HPGD
DB01100,ATAD5
DB11694,CAMK1
DB07352,PPARG
DB01158,ADRB1
DB06090,CYP2E1
DB00188,F2
DB00169,MAPT
DB01076,SOAT1
DB13919,KCNK3
DB00398,MAPK13
DB07863,NFE2L2
DB13155,HSD17B10
DB00197,LEP
DB00732,CHRNB1
DB03128,CHRM1
DB12707,HDAC3
DB00142,GRIA2
DB11463,HPGD
DB13598,MAPK1
DB08167,RECQL
DB13689,VDR
DB12877,CYP2D6
DB01406,PGR
DB00441,DOCK8
DB00448,NFE2L2
DB04655,NFE2L2
DB00584,NOS1
DB05482,UGT1A1
DB01623,HRH1
DB03754,AMD1
DB09292,MME
DB00755,RARB
DB01033,HLA-DRB1
DB00382,ALOX15
DB14185,DRD2
DB05936,IRAK1
DB00909,SCN5A
DB04751,CYP3A4
DB00887,SLC12A4
DB01577,SLC18A1
DB13520,CBX1
DB01645,GADD45A
DB00404,GABRA6
DB04665,BGLAP
DB15359,MAPK13
DB01017,F2RL1
DB00311,CA12
DB00882,PRL
DB00184,FMO1
DB13954,AR
DB07101,KRAS
DB00310,SLC12A3
DB06144,HTR1D
DB08399,POLH
DB16108,MAP3K20
DB00281,SCN7A
DB04841,EHMT2
DB11836,AKT1S1
DB00875,DRD5
DB15194,GCG
DB08059,PRKAB1
DB05983,IKBKB
DB04879,STK3
DB00091,NR1I2
DB12241,NRAS
DB12463,APH1B
DB06625,ADORA2B
DB00762,SMAD4
DB00968,HSD17B10
DB00337,MTOR
DB00675,CYP19A1
DB15584,POLK
DB00624,CYP2D6
DB13044,ATXN2
DB00712,CYP2C9
DB00736,CYP2D6
DB00297,MYOD1
DB15036,PDGFRA
DB01065,IL1B
DB00661,CXCL8
DB06803,TSHR
DB00389,CYP2C19
DB12111,RGS4
DB11645,ALOX5
DB00481,THPO
DB04960,HRAS
DB01608,ADRA1D
DB00682,APOE
DB13014,KAT2A
DB05018,HNRNPH2
DB02709,CYP3A4
DB02375,ALPG
DB01565,OPRK1
DB12945,EHMT2
DB05519,ADRB1
DB01186,CYP3A4
DB09286,HTR1A
DB01466,CYP2D6
DB01427,MAPT
DB00252,SCN10A
DB00184,GRIN3A
DB09085,SCN3A
DB00908,KCNU1
DB13364,NFE2L2
DB13118,S100A9
DB00740,SCN3A
DB09225,HTR1B
DB01189,GABRQ
DB04302,POLH
DB00171,P2RY1
DB00317,SIRT2
DB07795,HSD17B10
DB00797,DRD2
DB06486,PRKCD
DB06654,SCN9A
DB02424,EGFR
DB00181,TSHB
DB13674,GMNN
DB12369,PKN2
DB04638,VDR
DB02546,TUBB4B
DB00641,LIPC
DB04926,GRIN1
DB05521,IFNL4
DB00251,HSP90AA1
DB01078,ATP1B1
DB01422,KDM4A
DB15266,BRAF
DB11544,ZEB1
DB00390,STAT3
DB12582,CYP3A4
DB07159,PRKD2
DB05482,HDAC11
DB11845,PDGFRB
DB13648,CHRM2
DB14773,NRAS
DB00822,CYP2C9
DB00390,ADRB1
DB03128,CHRM5
DB01234,BMP7
DB08399,EHMT2
DB00804,CHRM4
DB05695,CASR
DB01085,CYP2A6
DB08865,NTRK1
DB12404,GABRD
DB04920,CACNA1B
DB01190,HLA-B
DB08167,POLI
DB01032,SLC22A6
DB08816,CYP3A4
DB06714,ADRA2C
DB02232,MPHOSPH8
DB00801,GABRD
DB04216,HSD17B10
DB15356,ECE1
DB01128,KLK3
DB06739,PPARD
DB00422,PURA
DB00418,GABRA3
DB11841,ATAD5
DB00915,SLC22A1
DB00755,VDR
DB11870,ERBB2
DB00668,MAPK10
DB00502,RGS2
DB04847,P4HTM
DB00537,CYP2C19
DB00975,KAT2A
DB04338,CLK4
DB02709,ESR1
DB00563,APEX1
DB00754,SCN3A
DB12203,ADORA2B
DB00661,KCNMB1
DB03044,MAPK9
DB01177,CSF2
DB04786,P2RY6
DB00393,ABCB1
DB14144,HSD17B10
DB00316,UGT2B15
DB00230,CACNA1H
DB00247,HTR1E
DB04365,CHRM4
DB11781,DNPEP
DB11760,PARP1
DB13061,ROS1
DB00794,TRPM3
DB00221,EHMT2
DB01586,NR1H4
DB00669,HTR6
DB00717,NFE2L2
DB08846,POLH
DB11762,PSMA1
DB13874,FLT3
DB04786,HPSE
DB00230,CACNA2D1
DB11703,ERBB2
DB00997,GSTA1
DB09115,IDH1
DB00780,CYP1A2
DB09230,AR
DB01392,HTR2B
DB00714,HTR2A
DB01238,ANKK1
DB08073,KDM4A
DB00316,NPIPB8
DB00338,CXCL8
DB00531,CYP2D6
DB00334,FAAH
DB00471,CYP2C8
DB03819,KDM4E
DB00532,SCN3A
DB03929,GRIN2C
DB12015,RB1
DB00880,HMGCS2
DB01076,CYP2C9
DB02789,NFE2L2
DB08313,GMNN
DB05154,FASN
DB00525,CYP1A2
DB03758,NTRK1
DB12116,CSF2
DB09241,RAD52
DB01030,TP53
DB00482,CACNA2D2
DB00363,HTR1B
DB12381,TEK
DB00206,HGF
DB00544,PARD3B
DB12686,CDK15
DB00564,SCN8A
DB00757,NOS1AP
DB00665,CYP2D6
DB12167,PIK3CG
DB00862,CYP3A5
DB13917,HSD17B10
DB00205,IL2
DB15399,KRAS
DB05928,MAP4K5
DB04931,MC3R
DB01042,ABCB1
DB02187,TARDBP
DB00970,EHMT2
DB09526,TOP2A
DB11724,NMBR
DB06638,BRCA1
DB11689,FGFR3
DB00398,AURKA
DB12714,KCNA2
DB01330,POLK
DB00762,ABCG1
DB05289,HPGD
DB00202,CACNA1S
DB00756,THRB
DB08037,KIF11
DB11694,PDPK1
DB00740,KCNK4
DB00394,AR
DB00313,CYP2C19
DB01618,HRH1
DB00672,NFKB1
DB00997,SETD4
DB13061,CLK4
DB00276,CYP1A2
DB00472,ABCB1
DB01329,ABCC4
DB06247,GRIA3
DB02877,PLK1
DB12452,GJB2
DB12254,TUBA1B
DB06649,MAOB
DB12643,AVPR2
DB01078,AR
DB00273,GABRG1
DB00246,HTR1E
DB02656,NFKB1
DB00997,EZH2
DB09570,NPM1
DB00822,DRD2
DB01262,IL2RA
DB00277,IL2RA
DB06735,ATXN2
DB15256,TNNC2
DB00714,MAPT
DB00231,GABRA3
DB14014,NR1D2
DB05928,ROCK2
DB00829,GABRR2
DB02680,NFE2L2
DB09074,MYC
DB01229,EPHA5
DB11458,KDM4A
DB03225,HCAR3
DB12039,NOS3
DB01050,CXCR2
DB07159,INSR
DB06151,H2AX
DB01195,KCNJ11
DB00564,CYP2D6
DB09239,MAPT
DB00441,GPX5
DB00909,SCN8A
DB12864,PPIG
DB11793,PTEN
DB00412,RBP4
DB12539,PTPN1
DB00641,CYP2D6
DB06780,NR3C2
DB00762,EGFR
DB00384,NFE2L2
DB00398,ABL1
DB00811,KRT18
DB00682,VWF
DB00418,GRIK2
DB16108,PRKD3
DB06177,SLC5A2
DB12116,DYRK1A
DB12116,POLB
DB04813,HSD17B10
DB00531,CXCL12
DB12369,GRK5
DB00940,CYP2D6
DB00189,GABRA4
DB15161,MAPT
DB14982,AKT2
DB11730,SMARCA4
DB11641,TUBA4A
DB00421,TNF
DB12245,GLP1R
DB06638,BRCA2
DB12973,SPR
DB13793,CHRM3
DB12306,KCNH2
DB01101,HLA-G
DB12710,DRD2
DB12354,PTGS1
DB13318,AR
DB00437,TSHZ2
DB15219,MYD88
DB07715,PTP4A3
DB01072,CYP2C19
DB04854,UGT1A3
DB00273,GABRB2
DB12465,ADRA1A
DB01590,ABCB1
DB00945,HMOX1
DB08059,PI4KB
DB00714,HTR2B
DB11793,ATM
DB00322,CYP2C9
DB00482,KCNQ5
DB00238,ABCC2
DB00215,HTR1B
DB11747,PDGFRA
DB01254,MAP4K5
DB00210,RXRA
DB08951,NPC1
DB09256,EGFR
DB01333,ABCC4
DB09053,HCK
DB06412,NPSR1
DB00535,KDM4A
DB00783,NR3C1
DB05109,ABCB1
DB00396,CARTPT
DB00864,HSD11B1
DB00283,P2RX7
DB11913,PRKCG
DB01175,ERICH3
DB07352,PPARD
DB00305,CYP3A4
DB01100,KCNA10
DB00399,PPARG
DB15357,HTR1D
DB04849,FLT3
DB08059,NFE2L2
DB01014,ALOX5
DB02232,HSD17B10
DB00175,ACE
DB08604,HSP90AA1
DB12504,FLT3
DB01229,TRIM5
DB12400,PTEN
DB00295,KCNJ6
DB01204,DNMT1
DB00987,DCK
DB12254,TUBB4A
DB08896,VHL
DB15359,MAPK11
DB15933,SMAD3
DB00425,HSD17B10
DB06486,PIK3CG
DB00227,CYP1A2
DB02546,PAX8
DB16168,DNMT1
DB02116,CDK5
DB00647,OPRD1
DB00727,GUCY1B1
DB00682,GAS6
DB05928,PIM2
DB04452,USP1
DB02877,RARG
DB00968,KDM4A
DB00477,DRD5
DB00396,TGM2
DB03044,YES1
DB04842,HTR1D
DB01536,AR
DB00184,TRPA1
DB15449,HDAC2
DB00176,CYP2C19
DB13483,HIF1A
DB00363,GSTT1
DB00698,RORC
DB11994,CASP3
DB04813,PPARA
DB00875,DRD2
DB01331,ABCC3
DB01254,SIK1
DB07159,MARK3
DB00949,CYP2D6
DB01144,CA12
DB01189,KCNK2
DB06732,PAX8
DB00227,SLCO2B1
DB11641,TUBB2B
DB02329,GJD3
DB00273,GABRA6
DB00285,GABRA6
DB00894,PRL
DB00878,MC4R
DB00715,DRD3
DB01060,CYP2C19
DB15231,MAPK10
DB03428,MAPT
DB14025,RAD54L
DB08905,CYP19A1
DB00786,ADAM10
DB11783,BDKRB2
DB00416,CHRNE
DB00175,NOS1
DB12721,AVPR1A
DB00273,CA12
DB01113,CYP2C19
DB07159,RPS6KB1
DB02546,BIRC5
DB12404,GABRA2
DB15584,ALOX15B
DB00477,CYP2C9
DB07159,PAK1
DB00437,CYP1A2
DB00482,BGLAP
DB00619,ABCC4
DB01076,NOS1
DB12105,CACNG5
DB00213,VDR
DB11896,KRAS
DB08162,KRAS
DB08912,NF1
DB01234,NOTCH1
DB13953,ATM
DB00390,CYP2D6
DB00334,TBC1D1
DB00477,ADRA2C
DB11795,PIK3R2
DB04888,DRD3
DB12395,NAT1
DB11762,PSMA3
DB00317,AXL
DB04216,PRKCH
DB11889,GRIN3B
DB12867,DRD2
DB12116,RECQL
DB01219,CYP2C19
DB08399,POLI
DB13262,CHRM5
DB00544,IL6R
DB13237,USP2
DB00531,BAX
DB01017,CYP3A4
DB00007,CYP2C9
DB00734,SLC6A4
DB00390,CYP2C19
DB00755,RARRES1
DB00898,GCKR
DB01069,CYP2D6
DB06177,SLC2A3
DB02232,L3MBTL1
DB01248,NOTCH1
DB12291,HDAC10
DB11694,SYK
DB00564,UGT2B7
DB00900,CYP1A2
DB01437,GABRA1
DB00665,KLK3
DB15328,S100A12
DB00641,IDH1
DB12686,CDK9
DB09054,PIK3CB
DB07138,MAP2K6
DB14980,PIK3R1
DB00740,SCN9A
DB04665,CYP2C19
DB08312,ATAD5
DB15323,DPP4
DB01234,CHAT
DB12114,KRAS
DB00863,EHMT2
DB00434,ADRA1D
DB01268,ABCB1
DB00316,PLA2G4A
DB13661,CYP1A2
DB11794,KRAS
DB09296,IFNL3
DB00363,GRIN2B
DB05294,AXL
DB12433,HCAR2
DB00675,BGLAP
DB00531,DOK5
DB01103,DRD1
DB00448,CYP3A5
DB03496,CDK8
DB00363,PRL
DB00361,XRCC1
DB01238,RABEP1
DB11986,FYN
DB02656,CBX1
DB00928,LIF
DB01076,SLCO1B3
DB09020,CYP3A4
DB00140,BRCA1
DB08162,PRKD3
DB04216,POLI
DB11663,PIK3C2A
DB00182,ADRA1A
DB00273,SCN8A
DB00864,CYP2J2
DB00338,CYP2D6
DB01110,NR1I2
DB04842,SMAD3
DB00869,CA7
DB11919,MGMT
DB01110,ABCB1
DB04872,TACR2
DB00545,CYP2D6
DB14680,TUBA3E
DB05928,TYK2
DB14878,SLC6A3
DB11795,PIK3R3
DB11396,MAPT
DB12220,SLC6A9
DB01143,SMAD2
DB00904,CYP2D6
DB00363,TBC1D1
DB00582,CYP2C19
DB01234,RB1
DB03285,IDH1
DB07810,KDM4E
DB00220,TLR4
DB00584,MAPK8
DB08911,CTNNB1
DB00997,LRP1B
DB00472,ATXN2
DB00545,CBX1
DB01236,GABRA4
DB12613,TUBB6
DB00277,ITGAM
DB00570,TUBB3
DB00694,GATA3
DB00734,UGT1A7
DB00623,CYP2D6
DB00657,CYP2D6
DB02998,AR
DB01254,FES
DB01045,CYP2D6
DB00182,SST
DB12180,PIK3C2A
DB11986,STK3
DB02232,ESR1
DB01118,CBX1
DB12714,KCNH4
DB00255,CYP1A2
DB01156,DRD2
DB01030,ABCG2
DB01590,AR
DB00299,TK1
DB01954,PDE4C
DB01224,RABEP1
DB01118,CYP2J2
DB13182,ESRRA
DB00230,CACNB1
DB00163,TGFB1
DB04338,YES1
DB00387,CHRM5
DB12180,AKT1
DB12978,CSF1
DB01101,ABCG2
DB02365,RUNX1
DB01254,FGFR3
DB12131,KCNH2
DB00756,VCP
DB01577,ADRA2A
DB01179,TUBA1A
DB01235,ADA
DB00136,AR
DB00619,MAPK10
DB00750,SCN1A
DB04849,STK3
DB14680,TUBB3
DB04849,ALK
DB04209,CYP3A4
DB11641,TUBB8
DB01275,NPC1
DB00783,SLC2A4
DB11516,POLI
DB00563,CYP2C9
DB01094,TGFBR2
DB00296,SCN5A
DB01594,GABRR3
DB13024,SLCO1B3
DB11651,NRAS
DB06077,PPP1R1B
DB11989,TAT
DB01065,TMSB10
DB11762,PSMA2
DB01159,HSD17B10
DB04744,ALDH1A1
DB00783,EHMT2
DB14596,NR3C1
DB06155,ABCC3
DB05608,LCK
DB05294,EPHB6
DB11775,PAK2
DB11775,PAK3
DB00434,DRD1
DB00581,FCGR3B
DB01253,AR
DB00181,TAC1
DB05294,EPHA3
DB12318,ERBB3
DB00570,TRH
DB06654,SCN7A
DB00531,NQO2
DB00363,POLI
DB01026,NR1H4
DB00746,HSPA4
DB11743,ERBB2
DB02152,BDNF
DB01211,CYP2C9
DB00987,P2RY12
DB02709,HSPB2
DB04216,PON1
DB12458,GABRR2
DB01200,DRD5
DB01130,ANXA1
DB16142,AR
DB01138,KDM4E
DB11519,PTGER3
DB00780,SLC6A2
DB15357,HTR1E
DB05100,MMP7
DB06603,MYCN
DB06287,CTNNB1
DB00817,TOP2B
DB05381,HRH2
DB11447,TSHB
DB05220,YES1
DB07919,ALDH1A1
DB09232,CACNA1B
DB00898,FUT2
DB00796,AR
DB01241,SLCO2B1
DB01026,NFE2L2
DB00321,HTR2A
DB13813,VDR
DB01437,GABRG3
DB12551,ATAD5
DB04665,CYP2D6
DB13483,HSD17B10
DB02546,TUBB6
DB00675,MUC16
DB01329,CYP2C9
DB00851,BAX
DB00482,PDPK1
DB11904,PDGFRB
DB00472,DRD1
DB01229,JAK2
DB00788,CXCL8
DB00421,CCN2
DB06691,CYP3A4
DB03322,CYP2C9
DB00132,NFE2L2
DB00308,CALCA
DB14089,PLK1
DB06782,ALDH1A1
DB09073,RB1
DB13326,APEX1
DB14061,CYP1A2
DB11991,PRB2
DB00620,ANXA1
DB00544,MTHFR
DB00471,UGT1A3
DB12925,TUBA3D
DB00987,BMP7
DB00091,CYP2D6
DB01076,RYR2
DB12370,GHSR
DB00248,DRD3
DB15328,CALCRL
DB11412,CYP3A4
DB11991,PSMB6
DB04216,PIK3C2B
DB06579,GABRG2
DB01267,RABEP1
DB00440,CYP2C19
DB01174,PTH
DB06148,CYP2D6
DB01235,COMT
DB01212,ABCC4
DB11526,PTK2
DB00531,IRS1
DB00531,NOS3
DB01268,KDM5C
DB14995,FSCN1
DB00199,CYP3A4
DB00783,PROC
DB06594,HTR2A
DB01177,ATXN2
DB00968,ADRA2B
DB00232,SLC12A3
DB05608,FYN
DB12515,TOP1
DB06781,AR
DB12147,CYP2C9
DB00811,IFNL4
DB13919,SULT1C3
DB02232,NFE2L2
DB14061,HIF1A
DB00502,EIF2AK4
DB06527,APP
DB00390,ATP1A2
DB00531,CBX1
DB08826,BAZ2B
DB14061,POLB
DB07495,CDK2
DB11703,TEC
DB05408,CASP14
DB03428,THPO
DB01248,GAS6
DB00851,GSTM1
DB11254,NFE2L2
DB15435,DNER
DB00750,SCN3A
DB13174,POLB
DB12417,DPP4
DB00482,KCNQ3
DB01103,USP1
DB02587,HDAC7
DB00650,MET
DB00393,FOS
DB00455,CYP2C9
DB06803,ATXN2
DB04665,CYP3A4
DB00346,HSD17B10
DB00215,RFK
DB01211,CYP2C19
DB02329,GJC2
DB13001,EHMT2
DB00153,NFE2L2
DB01151,MC1R
DB14060,PTGS2
DB08815,HTR7
DB11718,TP53
DB00227,CDK2
DB08881,STAG3
DB00619,JAK2
DB12387,RPTOR
DB06075,IGF2
DB01262,GMNN
DB11986,FLT4
DB00795,NFKB2
DB00741,HSD11B2
DB04794,ALDH1A1
DB01019,CHRM3
DB00445,FOXP3
DB00274,ABCC3
DB08889,PSMF1
DB00864,FOXP3
DB12582,SMN2
DB02594,TK1
DB04865,ABL1
DB00150,GPR139
DB01077,CYP2D6
DB13411,SLC6A4
DB02877,RXRA
DB01548,OPRM1
DB00908,SLC29A4
DB12962,PLK4
DB05220,FGFR3
DB02232,CA1
DB00987,CYP2E1
DB00379,SCN4A
DB13772,EHMT2
DB06777,AR
DB01726,CXCL8
DB04813,VDR
DB00331,PIK3CA
DB08094,CDK1
DB11641,TUBB1
DB00333,GAD1
DB12388,CASR
DB12964,HTR3A
DB01142,HTR2B
DB02375,PIK3CA
DB00742,CTSG
DB00898,SLC4A8
DB04885,HTR3B
DB04216,ALOX15B
DB16108,MINK1
DB11801,GRIN2C
DB01217,ESR2
DB06707,KDM4E
DB04905,GMNN
DB11694,IGF1R
DB01218,KCNH2
DB00495,SLC22A6
DB11986,AURKA
DB01101,MGAT4A
DB04575,IDH1
DB00650,ABCC2
DB13178,TP53
DB01041,GSTT1
DB04867,NFE2L2
DB01232,ABCB1
DB01254,TAOK1
DB12622,TOP2A
DB00398,ABCC2
DB04786,PIK3CA
DB06178,DHFR
DB12874,FGF2
DB00497,RHBDF2
DB00555,AQP4
DB00800,CBX1
DB12028,KDM4A
DB03128,CHRM4
DB01248,BIRC5
DB05294,ROCK2
DB11781,NPEPL1
